Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Y,X,Reference,Predicted_EXG_L,Predicted_EXGR_L,Predicted_GLI_L,Predicted_VARI_L,Predicted_EXG_G,Predicted_EXGR_G,Predicted_GLI_G,Predicted_VARI_G,Predicted_EXG_Z,Predicted_EXGR_Z,Predicted_GLI_Z,Predicted_VARI_Z,Predicted_ALL_MODE,Predicted_ZERO_MODE,EXG_Value,EXGR_Value,GLI_Value,VARI_Value,Red_Value,Green_Value,Blue_Value,Predicted_GLOBAL_ZERO_MODE
0,0,0,257,866,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.36430317848410754,0.3535452322738386,0.2504201680672269,0.2127659574468085,0.33251833740831294,0.4547677261613692,0.21271393643031786,1
1,1,1,616,30,1,0,1,1,1,0,0,0,1,1,1,1,1,1,1,0.19905956112852663,0.12476489028213167,0.1422172452407615,0.12828947368421054,0.3385579937304075,0.3996865203761755,0.2617554858934169,1
2,2,2,828,588,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,0.23091603053435114,0.15763358778625966,0.16373477672530445,0.12686567164179105,0.34541984732824427,0.41030534351145037,0.24427480916030533,1
3,3,3,783,294,1,0,1,1,1,0,0,0,1,1,0,1,1,1,1,0.10869565217391303,-0.008695652173912938,0.07936507936507936,0.05,0.34782608695652173,0.3695652173913043,0.2826086956521739,0
4,4,4,1205,56,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0.27485380116959063,0.20857699805068214,0.19288645690834474,0.13427561837455831,0.3508771929824561,0.4249512670565302,0.22417153996101363,1
5,5,5,987,201,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.19767441860465118,-0.7034883720930233,-0.1559633027522936,-0.44545454545454544,0.5523255813953488,0.26744186046511625,0.18023255813953487,0
6,6,6,422,838,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,-0.17187499999999994,-0.515625,-0.1346938775510204,-0.38095238095238093,0.4427083333333333,0.2760416666666667,0.28125,0
7,7,7,592,320,0,0,1,1,1,0,0,0,1,1,0,1,0,0,0,0.03902439024390242,-0.09951219512195114,0.028985507246376812,0.0,0.3463414634146341,0.3463414634146341,0.3073170731707317,0
8,8,8,459,444,0,0,1,1,1,0,0,0,1,1,0,1,0,0,0,0.06834532374100721,-0.07913669064748197,0.050397877984084884,-0.008333333333333333,0.3597122302158273,0.35611510791366907,0.2841726618705036,0
9,9,9,322,728,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0.04444444444444445,-0.18814814814814806,0.03296703296703297,-0.1267605633802817,0.4148148148148148,0.34814814814814815,0.23703703703703705,0
10,10,10,308,1150,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.27027027027027023,-0.897297297297297,-0.21739130434782608,-0.5185185185185185,0.6216216216216216,0.24324324324324326,0.13513513513513514,0
11,11,11,1039,185,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,0.2564575645756457,0.20258302583025836,0.18075422626788037,0.15827338129496402,0.3376383763837638,0.4188191881918819,0.24354243542435425,1
12,12,12,1127,172,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0.04411764705882351,-0.2049019607843138,0.03272727272727273,-0.14285714285714285,0.4264705882352941,0.3480392156862745,0.22549019607843138,0
13,13,13,429,773,0,0,1,1,1,0,0,0,1,1,1,1,1,1,1,0.15527950310559008,0.056314699792960665,0.11210762331838565,0.08520179372197309,0.34575569358178054,0.38509316770186336,0.2691511387163561,1
14,14,14,808,501,0,0,1,1,1,0,0,0,1,1,1,1,1,1,1,0.09999999999999998,0.04666666666666658,0.07317073170731707,0.2,0.3,0.36666666666666664,0.3333333333333333,1
15,15,15,1063,817,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,-0.05882352941176472,-0.29411764705882354,-0.04477611940298507,-0.19047619047619047,0.39215686274509803,0.3137254901960784,0.29411764705882354,0
