Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Y,X,Reference,Predicted_EXG_L,Predicted_EXGR_L,Predicted_GLI_L,Predicted_VARI_L,Predicted_EXG_G,Predicted_EXGR_G,Predicted_GLI_G,Predicted_VARI_G,Predicted_EXG_Z,Predicted_EXGR_Z,Predicted_GLI_Z,Predicted_VARI_Z,Predicted_ALL_MODE,Predicted_ZERO_MODE,EXG_Value,EXGR_Value,GLI_Value,VARI_Value,Red_Value,Green_Value,Blue_Value,Predicted_GLOBAL_ZERO_MODE
0,0,0,509,357,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0.29648241206030157,0.30301507537688455,0.20701754385964913,0.2712765957446808,0.30402010050251255,0.4321608040201005,0.2638190954773869,1
1,1,1,885,470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.08133971291866032,-0.31100478468899523,-0.06227106227106227,-0.20253164556962025,0.3827751196172249,0.3062200956937799,0.31100478468899523,0
2,2,2,901,1033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0672268907563025,-0.3504201680672268,-0.05128205128205128,-0.24107142857142858,0.42436974789915966,0.31092436974789917,0.2647058823529412,0
3,3,3,768,1054,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0.10256410256410262,-0.08034188034188025,0.075,-0.04918032786885246,0.39316239316239315,0.36752136752136755,0.23931623931623933,0
4,4,4,472,1028,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.31343283582089554,0.2950248756218906,0.2179930795847751,0.21226415094339623,0.32587064676616917,0.43781094527363185,0.236318407960199,1
5,5,5,568,331,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0.23958333333333331,0.18368055555555557,0.16953316953316952,0.15734265734265734,0.3350694444444444,0.4131944444444444,0.2517361111111111,1
6,6,6,525,343,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.6887417218543046,0.8066225165562912,0.4406779661016949,0.3217391304347826,0.31788079470198677,0.5629139072847682,0.11920529801324503,1
7,7,7,1054,361,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0.2885462555066079,0.28942731277533057,0.20184899845916796,0.2616822429906542,0.30616740088105726,0.42951541850220265,0.2643171806167401,1
8,8,8,720,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.015810276679841917,-0.1968379446640316,-0.011904761904761904,-0.09278350515463918,0.36363636363636365,0.32806324110671936,0.308300395256917,0
9,9,9,1180,923,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.39682539682539686,0.42539682539682544,0.27075812274368233,0.2761904761904762,0.31216931216931215,0.4656084656084656,0.2222222222222222,1
10,10,10,875,696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.02730375426621162,-0.24300341296928318,-0.020618556701030927,-0.14634146341463414,0.3856655290102389,0.3242320819112628,0.2901023890784983,0
11,11,11,799,1071,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0.22932330827067676,0.2022556390977444,0.16266666666666665,0.22033898305084745,0.31203007518796994,0.40977443609022557,0.2781954887218045,1
