Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Y,X,Reference,Predicted_EXG_L,Predicted_EXGR_L,Predicted_GLI_L,Predicted_VARI_L,Predicted_EXG_G,Predicted_EXGR_G,Predicted_GLI_G,Predicted_VARI_G,Predicted_EXG_Z,Predicted_EXGR_Z,Predicted_GLI_Z,Predicted_VARI_Z,Predicted_ALL_MODE,Predicted_ZERO_MODE,EXG_Value,EXGR_Value,GLI_Value,VARI_Value,Red_Value,Green_Value,Blue_Value,Predicted_GLOBAL_ZERO_MODE
0,0,0,984,358,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.005681818181818121,-0.18409090909090908,0.00425531914893617,-0.0945945945945946,0.375,0.3352272727272727,0.2897727272727273,0
1,1,1,145,1176,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,0.21874999999999997,0.06500000000000003,0.15555555555555556,0.01020408163265306,0.4,0.40625,0.19375,1
2,2,2,653,1193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0015923566878980888,-0.19267515923566875,-0.0011947431302270011,-0.1,0.37420382165605093,0.3328025477707006,0.2929936305732484,0
3,3,3,820,78,0,0,0,0,1,0,0,0,1,1,0,1,1,0,1,0.09459459459459457,-0.013513513513513542,0.06930693069306931,0.06666666666666667,0.33783783783783783,0.36486486486486486,0.2972972972972973,0
4,4,4,84,1002,0,0,0,0,1,0,0,0,1,1,0,1,1,0,1,0.07853403141361254,-0.03839441535776633,0.057766367137355584,0.048034934497816595,0.3403141361256545,0.35951134380453753,0.30017452006980805,0
5,5,5,60,947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.6666666666666667,-1.6444444444444446,-0.6,-0.8571428571428571,0.7777777777777778,0.1111111111111111,0.1111111111111111,0
6,6,6,815,314,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.018518518518518545,-0.1777777777777776,0.013824884792626729,-0.09722222222222222,0.38271604938271603,0.3395061728395062,0.2777777777777778,0
7,7,7,458,648,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2.0,3.0,1.0,1.0,0.0,1.0,0.0,1
8,8,8,517,1011,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,0.08084358523725838,0.013005272407732915,0.059431524547803614,0.164021164021164,0.30579964850615116,0.3602811950790861,0.3339191564147627,1
9,9,9,34,117,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5416666666666665,0.5402777777777775,0.3577981651376147,0.19090909090909092,0.3680555555555556,0.5138888888888888,0.11805555555555555,1
10,10,10,359,497,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.875,1.01875,0.5384615384615384,0.3,0.34375,0.625,0.03125,1
11,11,11,495,453,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.7674418604651163,0.9116279069767443,0.48292682926829267,0.3333333333333333,0.3178294573643411,0.5891472868217055,0.09302325581395349,1
12,12,12,584,182,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,0.2457627118644068,0.16864406779661018,0.17365269461077845,0.11904761904761904,0.3516949152542373,0.4152542372881356,0.2330508474576271,1
