Unnamed: 0,Y,X,Reference,Predicted_EXG_L,Predicted_EXGR_L,Predicted_GLI_L,Predicted_VARI_L,Predicted_EXG_G,Predicted_EXGR_G,Predicted_GLI_G,Predicted_VARI_G,Predicted_EXG_Z,Predicted_EXGR_Z,Predicted_GLI_Z,Predicted_VARI_Z,EXG_Value,EXGR_Value,GLI_Value,VARI_Value,Red_Value,Green_Value,Blue_Value
0,409,683,0,0,0,0,1,1,1,1,1,1,1,1,1,0.48076923076923084,0.5435897435897437,0.3218884120171674,0.30851063829787234,0.3076923076923077,0.4935897435897436,0.1987179487179487
1,79,324,1,0,0,0,1,0,1,1,1,1,1,1,1,0.2901234567901235,0.2534979423868313,0.20287769784172663,0.18359375,0.3333333333333333,0.43004115226337447,0.2366255144032922
2,1155,1037,0,0,0,0,0,0,0,0,1,1,0,1,1,0.007905138339920958,-0.12463768115942025,0.005917159763313609,0.003861003861003861,0.3346508563899868,0.3359683794466403,0.32938076416337286
3,265,539,1,1,1,1,1,1,1,1,1,1,1,1,1,1.2682926829268293,1.6829268292682928,0.7222222222222222,0.5121951219512195,0.24390243902439024,0.7560975609756098,0.0
4,672,971,0,1,1,1,1,1,1,1,1,1,1,1,1,1.027027027027027,1.2486486486486488,0.6129032258064516,0.35135135135135137,0.32432432432432434,0.6756756756756757,0.0
5,802,316,1,0,0,0,0,0,0,0,1,1,0,1,1,0.08356940509915012,-0.025212464589235206,0.061394380853277836,0.06474820143884892,0.3356940509915014,0.3611898016997167,0.3031161473087819
6,45,1285,0,0,0,0,0,0,0,0,1,1,1,1,1,0.17148760330578505,0.05289256198347103,0.12332838038632987,0.052845528455284556,0.36363636363636365,0.390495867768595,0.24586776859504134
7,1150,947,1,0,0,0,0,0,0,1,1,1,1,1,1,0.24799999999999997,0.17400000000000002,0.1751412429378531,0.12406015037593984,0.35,0.416,0.234
8,1162,976,0,1,0,1,1,1,1,1,1,1,1,1,1,0.9500000000000001,1.1100000000000003,0.5757575757575758,0.3,0.35,0.65,0.0
9,965,874,1,0,0,0,1,1,1,1,1,1,1,1,1,0.488,0.5808000000000001,0.32620320855614976,0.36619718309859156,0.288,0.496,0.216
10,752,275,1,0,0,0,0,0,0,0,0,1,0,1,0,0.07692307692307693,-0.1564102564102564,0.05660377358490566,-0.11363636363636363,0.4230769230769231,0.358974358974359,0.21794871794871795
11,976,625,1,0,0,1,1,1,1,1,1,1,1,1,1,0.736842105263158,0.9309941520467839,0.4666666666666667,0.4297520661157025,0.27485380116959063,0.5789473684210527,0.14619883040935672
12,580,279,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9999999999999999,1.2304347826086954,0.6,0.3712121212121212,0.3115942028985507,0.6666666666666666,0.021739130434782608
13,680,651,1,0,0,0,0,0,0,1,1,1,1,1,1,0.245674740484429,0.16193771626297576,0.17359413202933985,0.10828025477707007,0.356401384083045,0.41522491349480967,0.22837370242214533
14,833,1124,1,0,0,0,1,0,1,1,1,1,1,1,1,0.3007518796992481,0.2711779448621554,0.2097902097902098,0.1943127962085308,0.3308270676691729,0.43358395989974935,0.23558897243107768
15,578,827,0,0,0,0,0,0,0,0,1,1,1,1,1,0.20460358056265987,0.058312020460357994,0.145985401459854,0.017467248908296942,0.391304347826087,0.40153452685422,0.2071611253196931
16,775,563,1,0,0,0,1,0,1,1,1,1,1,1,1,0.2981818181818182,0.25236363636363657,0.20812182741116753,0.16556291390728478,0.3418181818181818,0.43272727272727274,0.22545454545454546
17,773,348,0,0,0,0,1,1,1,1,1,1,1,1,1,0.43119266055045874,0.42018348623853213,0.2919254658385093,0.19718309859154928,0.3486238532110092,0.47706422018348627,0.1743119266055046
18,724,1070,1,0,0,0,1,1,1,1,1,1,1,1,1,0.43999999999999995,0.5391999999999999,0.2972972972972973,0.4126984126984127,0.272,0.48,0.248
19,735,72,1,0,0,0,1,1,1,1,1,1,1,1,1,0.40476190476190477,0.473015873015873,0.2756756756756757,0.359375,0.2857142857142857,0.46825396825396826,0.24603174603174602
20,247,197,1,0,0,0,1,1,1,1,1,1,1,1,1,0.3098591549295774,0.26929577464788734,0.21568627450980393,0.17258883248730963,0.3408450704225352,0.43661971830985913,0.22253521126760564
21,795,1200,0,0,0,0,0,0,0,0,1,1,1,1,1,0.1822033898305085,0.1016949152542373,0.13069908814589665,0.11818181818181818,0.3389830508474576,0.3940677966101695,0.2669491525423729
22,486,532,1,0,0,0,1,1,1,1,1,1,1,1,1,0.34042553191489355,0.3021276595744682,0.23529411764705882,0.17098445595854922,0.3465045592705167,0.44680851063829785,0.2066869300911854
