Unnamed: 0,Y,X,Reference,Predicted_EXG_L,Predicted_EXGR_L,Predicted_GLI_L,Predicted_VARI_L,Predicted_EXG_G,Predicted_EXGR_G,Predicted_GLI_G,Predicted_VARI_G,Predicted_EXG_Z,Predicted_EXGR_Z,Predicted_GLI_Z,Predicted_VARI_Z,EXG_Value,EXGR_Value,GLI_Value,VARI_Value,Red_Value,Green_Value,Blue_Value
0,236,473,0,1,1,1,1,0,0,0,1,1,0,1,1,0.04595879556259913,-0.07575277337559422,0.03407755581668625,0.034334763948497854,0.3359746434231379,0.3486529318541997,0.3153724247226624
1,927,237,1,1,1,1,1,0,0,0,1,1,0,1,0,0.12068965517241376,-0.04080459770114947,0.08786610878661087,-0.016853932584269662,0.382183908045977,0.3735632183908046,0.2442528735632184
2,1244,995,0,1,1,1,1,0,0,0,1,1,0,1,0,0.08695652173913043,-0.05797101449275366,0.06382978723404255,0.0,0.36231884057971014,0.36231884057971014,0.2753623188405797
3,155,176,1,1,1,1,1,0,0,0,1,1,0,1,0,0.07194244604316546,-0.07434052757793763,0.053003533568904596,-0.0055248618784530384,0.3597122302158273,0.35731414868105515,0.2829736211031175
4,1188,1039,1,1,1,1,0,0,0,0,0,0,0,0,0,-0.04878048780487809,-0.6878048780487807,-0.037037037037037035,-0.36585365853658536,0.6829268292682927,0.3170731707317073,0.0
5,478,325,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.33333333333333337,-0.9666666666666668,-0.2727272727272727,-0.5833333333333334,0.6111111111111112,0.2222222222222222,0.16666666666666666
6,645,51,0,1,1,1,1,0,0,0,0,0,0,0,0,-0.027027027027026973,-0.2229729729729728,-0.02040816326530612,-0.1206896551724138,0.3716216216216216,0.32432432432432434,0.30405405405405406
7,944,648,0,1,1,1,1,0,0,0,1,1,0,1,0,0.008064516129032195,-0.15268817204301083,0.006036217303822937,-0.04929577464788732,0.3548387096774194,0.33602150537634407,0.30913978494623656
8,687,1069,0,1,1,1,1,0,0,0,0,0,0,0,0,-0.018957345971563955,-0.22274881516587658,-0.014285714285714285,-0.12643678160919541,0.3791469194312796,0.32701421800947866,0.2938388625592417
9,181,53,1,1,1,1,1,0,0,0,1,1,1,1,1,0.13131313131313133,0.04175084175084176,0.09535452322738386,0.104,0.3333333333333333,0.3771043771043771,0.2895622895622896
10,994,837,0,1,1,1,1,0,0,0,0,1,0,1,0,0.0026525198938991967,-0.22758620689655173,0.0019880715705765406,-0.1452513966480447,0.40318302387267907,0.33421750663129973,0.2625994694960212
11,668,148,0,1,1,1,1,0,0,0,0,0,0,0,0,-0.025773195876288624,-0.23505154639175235,-0.019455252918287938,-0.1375,0.38144329896907214,0.3247422680412371,0.29381443298969073
12,1244,489,1,1,1,1,1,0,0,0,1,1,0,1,0,0.012578616352201255,-0.160587002096436,0.009404388714733543,-0.06735751295336788,0.36477987421383645,0.33752620545073375,0.2976939203354298
13,103,58,1,1,1,1,1,0,0,1,1,1,1,1,1,0.2769230769230769,0.18564102564102553,0.19424460431654678,0.09565217391304348,0.36923076923076925,0.4256410256410256,0.20512820512820512
14,78,197,0,1,1,1,1,0,0,0,1,1,0,1,0,0.010610079575596787,-0.12785145888594168,0.007936507936507936,-0.007518796992481203,0.3395225464190981,0.33687002652519893,0.32360742705570295
15,71,553,1,1,1,1,1,0,0,0,1,1,1,1,1,0.1688311688311689,0.06753246753246778,0.12149532710280374,0.08108108108108109,0.35064935064935066,0.38961038961038963,0.2597402597402597
16,800,623,1,1,1,1,1,0,0,1,1,1,1,1,1,0.25000000000000006,0.131372549019608,0.17647058823529413,0.05737704918032787,0.38235294117647056,0.4166666666666667,0.20098039215686275
17,266,1072,0,1,1,1,1,0,0,0,1,1,0,1,0,0.017278617710583144,-0.13045356371490263,0.012903225806451613,-0.023121387283236993,0.34773218142548595,0.3390928725701944,0.31317494600431967
18,509,170,1,1,1,1,1,0,0,0,1,1,0,1,0,0.17241379310344834,-0.04291187739463581,0.12396694214876033,-0.0650887573964497,0.4329501915708812,0.39080459770114945,0.17624521072796934
19,768,229,1,1,1,1,1,0,0,0,1,1,0,1,0,0.05422993492407807,-0.09848156182212586,0.04012841091492777,-0.020512820512820513,0.3600867678958785,0.351409978308026,0.2885032537960954
20,466,680,0,1,1,1,1,0,0,0,1,1,0,1,0,0.020109689213893944,-0.1440585009140769,0.015006821282401092,-0.0502283105022831,0.360146252285192,0.340036563071298,0.29981718464351004
21,178,972,1,1,1,1,1,0,0,0,0,1,0,1,0,0.025454545454545452,-0.17236363636363627,0.018970189701897018,-0.096,0.38545454545454544,0.3418181818181818,0.2727272727272727
22,82,1162,0,1,1,1,1,0,0,0,0,1,0,1,0,0.10377358490566033,-0.1820754716981133,0.07586206896551724,-0.14788732394366197,0.4669811320754717,0.36792452830188677,0.1650943396226415
