Unnamed: 0,Y,X,Reference,Predicted_EXG_L,Predicted_EXGR_L,Predicted_GLI_L,Predicted_VARI_L,Predicted_EXG_G,Predicted_EXGR_G,Predicted_GLI_G,Predicted_VARI_G,Predicted_EXG_Z,Predicted_EXGR_Z,Predicted_GLI_Z,Predicted_VARI_Z,EXG_Value,EXGR_Value,GLI_Value,VARI_Value,Red_Value,Green_Value,Blue_Value
12,932,1000,0,1,1,1,1,0,0,0,0,0,0,0,0,-0.043795620437956206,-0.232603406326034,-0.033210332103321034,-0.12080536912751678,0.36253041362530414,0.31873479318734793,0.31873479318734793
13,735,976,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.3513513513513513,-1.024324324324324,-0.28888888888888886,-0.5961538461538461,0.6351351351351351,0.21621621621621623,0.14864864864864866
14,37,979,0,1,1,1,1,0,0,0,0,1,0,1,0,0.012567324955116754,-0.1877917414721722,0.009395973154362415,-0.10526315789473684,0.38420107719928187,0.3375224416517056,0.27827648114901254
15,427,185,0,1,1,1,1,0,0,0,1,0,0,0,0,-0.019316493313521532,-0.18959881129271905,-0.014557670772676373,-0.07755102040816327,0.3551263001485884,0.32689450222882616,0.3179791976225854
16,836,757,0,1,1,1,1,0,0,0,0,1,0,1,0,0.0035211267605633756,-0.18943661971830966,0.002638522427440633,-0.1,0.3767605633802817,0.3345070422535211,0.2887323943661972
17,633,754,0,1,1,1,1,0,0,0,1,1,0,1,1,0.008695652173912993,-0.12376811594202902,0.006507592190889371,0.00423728813559322,0.3347826086956522,0.336231884057971,0.3289855072463768
18,1059,518,0,1,1,1,1,0,0,0,1,1,0,1,0,0.08962264150943394,-0.06886792452830187,0.0657439446366782,-0.02,0.37264150943396224,0.3632075471698113,0.2641509433962264
19,586,57,0,1,1,1,0,0,0,0,0,0,0,0,0,-0.08235294117647057,-0.31999999999999995,-0.06306306306306306,-0.21212121212121213,0.38823529411764707,0.3058823529411765,0.3058823529411765
20,1181,801,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.7428571428571429,-1.9371428571428568,-0.6842105263157895,-0.8285714285714286,0.9142857142857143,0.08571428571428572,0.0
21,299,907,0,1,1,1,1,0,0,0,0,0,0,0,0,-0.0204081632653062,-0.2081632653061225,-0.015384615384615385,-0.10526315789473684,0.3673469387755102,0.32653061224489793,0.30612244897959184
22,20,1012,0,1,1,1,1,0,1,1,1,1,1,1,1,0.2923076923076923,0.2923076923076923,0.20430107526881722,0.25806451612903225,0.3076923076923077,0.4307692307692308,0.26153846153846155
23,736,766,0,1,1,1,1,0,0,0,1,1,1,1,1,0.11428571428571427,0.06171428571428572,0.08333333333333333,0.19672131147540983,0.3028571428571429,0.37142857142857144,0.32571428571428573
24,1013,643,1,1,1,1,1,0,0,0,1,1,1,1,1,0.15705765407554673,0.12524850894632206,0.1133428981348637,0.23783783783783785,0.2982107355864811,0.3856858846918489,0.31610337972166996
25,749,732,0,1,1,1,1,0,0,0,0,0,0,0,0,-0.024498886414253906,-0.22316258351893092,-0.018487394957983194,-0.12290502793296089,0.3741648106904232,0.32516703786191536,0.30066815144766146
26,1207,5,0,1,1,1,1,0,0,0,0,1,0,1,0,0.03883495145631066,-0.1631067961165048,0.028846153846153848,-0.09523809523809523,0.39158576051779936,0.34627831715210355,0.2621359223300971
27,1146,966,0,1,1,1,1,0,0,0,1,0,0,0,1,-0.032064128256513,-0.1442885771543086,-0.024242424242424242,0.045112781954887216,0.3106212424849699,0.3226452905811623,0.3667334669338677
28,742,1273,0,1,1,1,0,0,0,0,0,0,0,0,0,-0.06422018348623854,-0.27889908256880735,-0.04895104895104895,-0.17073170731707318,0.3761467889908257,0.3119266055045872,0.3119266055045872
29,1259,69,0,1,1,1,1,0,0,0,0,0,0,0,0,-0.08383233532934126,-0.281437125748503,-0.06422018348623854,-0.16363636363636364,0.3592814371257485,0.30538922155688625,0.33532934131736525
