Unnamed: 0,Y,X,Reference,Predicted_EXG_L,Predicted_EXGR_L,Predicted_GLI_L,Predicted_VARI_L,Predicted_EXG_G,Predicted_EXGR_G,Predicted_GLI_G,Predicted_VARI_G,Predicted_EXG_Z,Predicted_EXGR_Z,Predicted_GLI_Z,Predicted_VARI_Z,EXG_Value,EXGR_Value,GLI_Value,VARI_Value,Red_Value,Green_Value,Blue_Value
0,298,1175,1,0,0,1,1,1,1,1,1,1,1,1,1,0.4296875,0.45781250000000007,0.291005291005291,0.2631578947368421,0.3203125,0.4765625,0.203125
1,50,112,1,0,0,0,1,1,1,1,1,1,1,1,1,0.33050847457627125,0.29943502824858764,0.22896281800391388,0.185,0.3389830508474576,0.4435028248587571,0.2175141242937853
2,1030,133,0,0,0,1,0,1,0,1,1,1,1,1,0,0.38461538461538464,0.1999999999999999,0.2631578947368421,0.0,0.46153846153846156,0.46153846153846156,0.07692307692307693
3,330,481,1,0,0,0,1,0,1,1,1,1,1,1,1,0.2690355329949239,0.25380710659898487,0.18906064209274673,0.23297491039426524,0.3130287648054145,0.4230118443316413,0.2639593908629442
4,1157,1145,1,0,0,0,1,1,1,1,1,1,1,1,1,0.3772727272727273,0.4036363636363638,0.2585669781931464,0.2796610169491525,0.3090909090909091,0.4590909090909091,0.2318181818181818
5,713,684,1,0,0,0,0,0,0,1,1,1,1,1,1,0.2303664921465969,0.16160558464223393,0.16336633663366337,0.13494809688581316,0.34205933682373474,0.41012216404886565,0.24781849912739964
6,1098,831,1,0,0,0,0,1,0,1,1,1,1,1,1,0.31343283582089554,0.17313432835820897,0.2179930795847751,0.03546099290780142,0.4129353233830846,0.43781094527363185,0.14925373134328357
7,646,1046,1,0,0,0,1,0,1,1,1,1,1,1,1,0.2882703777335983,0.2974155069582505,0.20166898470097358,0.2813852813852814,0.30019880715705766,0.4294234592445328,0.27037773359840955
8,652,492,1,0,0,0,0,0,0,0,1,1,1,1,1,0.13181818181818178,0.06151515151515158,0.09570957095709572,0.14615384615384616,0.3196969696969697,0.37727272727272726,0.30303030303030304
9,1111,711,1,0,0,0,1,0,1,1,1,1,1,1,1,0.3018867924528303,0.2939965694682675,0.21052631578947367,0.23711340206185566,0.3156089193825043,0.4339622641509434,0.2504288164665523
10,128,1281,1,0,0,0,1,0,1,1,1,1,1,1,1,0.2982456140350877,0.32709551656920094,0.20816326530612245,0.32599118942731276,0.2884990253411306,0.4327485380116959,0.2787524366471735
11,516,132,0,0,0,0,0,0,0,0,1,1,0,1,0,0.02968460111317256,-0.1465677179962892,0.022099447513812154,-0.06493506493506493,0.37105751391465674,0.3432282003710575,0.2857142857142857
12,113,179,1,0,0,0,0,0,0,1,1,1,1,1,1,0.25773195876288657,0.15738831615120266,0.18159806295399517,0.08284023668639054,0.3711340206185567,0.41924398625429554,0.20962199312714777
13,660,162,0,0,0,0,0,0,0,0,1,1,0,1,0,0.06640625,-0.08124999999999993,0.04899135446685879,-0.00909090909090909,0.359375,0.35546875,0.28515625
14,173,85,1,0,1,1,1,1,1,1,1,1,1,1,1,0.4532871972318339,0.5162629757785469,0.30536130536130535,0.3212121212121212,0.30103806228373703,0.4844290657439446,0.21453287197231835
15,493,751,1,1,1,1,1,1,1,1,1,1,1,1,1,0.532608695652174,0.5108695652173914,0.35251798561151076,0.16666666666666666,0.3804347826086957,0.5108695652173914,0.10869565217391304
16,628,216,0,0,0,0,0,0,0,0,0,1,0,1,0,0.05882352941176475,-0.1811764705882352,0.043478260869565216,-0.1276595744680851,0.4235294117647059,0.35294117647058826,0.2235294117647059
17,669,115,1,1,1,1,1,1,1,1,1,1,1,1,1,1.6428571428571428,2.357142857142857,0.8734177215189873,0.7619047619047619,0.11904761904761904,0.8809523809523809,0.0
18,552,836,1,1,1,1,1,1,1,1,1,1,1,1,1,0.4693877551020408,0.5639455782312924,0.3150684931506849,0.38125,0.282312925170068,0.4897959183673469,0.22789115646258504
19,1053,928,1,0,0,1,1,1,1,1,1,1,1,1,1,0.4130434782608695,0.4528985507246378,0.28078817733990147,0.2922077922077922,0.3079710144927536,0.47101449275362317,0.2210144927536232
20,292,704,1,1,1,1,1,1,1,1,1,1,1,1,1,0.734375,0.74375,0.46534653465346537,0.1774193548387097,0.40625,0.578125,0.015625
21,1059,1259,1,1,1,1,1,1,1,1,1,1,1,1,1,0.6440677966101694,0.7175141242937852,0.41605839416058393,0.27007299270072993,0.3389830508474576,0.5480225988700564,0.11299435028248588
22,508,1036,1,1,1,1,1,1,1,1,1,1,1,1,1,0.619047619047619,0.7698412698412699,0.4020618556701031,0.4125,0.2777777777777778,0.5396825396825397,0.18253968253968253
23,1142,28,0,0,0,0,0,0,0,0,1,1,0,1,0,0.05361930294906164,-0.10938337801608583,0.03968253968253968,-0.03680981595092025,0.3672922252010724,0.3512064343163539,0.28150134048257375
24,871,584,1,0,0,0,1,1,1,1,1,1,1,1,1,0.3188118811881189,0.32039603960396046,0.22145804676753783,0.25098039215686274,0.31287128712871287,0.4396039603960396,0.24752475247524752
25,763,1021,1,0,0,1,1,1,1,1,1,1,1,1,1,0.4009779951100244,0.42298288508557436,0.2733333333333333,0.26180257510729615,0.31784841075794623,0.4669926650366748,0.21515892420537897
26,658,87,1,0,0,0,0,0,0,0,1,1,1,1,1,0.15306122448979587,0.03741496598639443,0.11056511056511056,0.056338028169014086,0.35714285714285715,0.3843537414965986,0.2585034013605442
27,1075,767,1,1,1,1,1,1,1,1,1,1,1,1,1,0.7712765957446809,0.9074468085106384,0.48494983277591974,0.32051282051282054,0.324468085106383,0.5904255319148937,0.0851063829787234
28,458,202,0,0,0,0,0,0,0,0,1,1,0,1,0,0.20000000000000007,-0.008695652173912827,0.14285714285714285,-0.05194805194805195,0.43478260869565216,0.4,0.16521739130434782
29,694,16,1,0,0,0,1,0,1,1,1,1,1,1,1,0.3020304568527919,0.28477157360406086,0.21061946902654868,0.21782178217821782,0.3223350253807107,0.434010152284264,0.2436548223350254
