Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Y,X,Reference,Predicted_EXG_L,Predicted_EXGR_L,Predicted_GLI_L,Predicted_VARI_L,Predicted_EXG_G,Predicted_EXGR_G,Predicted_GLI_G,Predicted_VARI_G,Predicted_EXG_Z,Predicted_EXGR_Z,Predicted_GLI_Z,Predicted_VARI_Z,Predicted_ALL_MODE,Predicted_ZERO_MODE,EXG_Value,EXGR_Value,GLI_Value,VARI_Value,Red_Value,Green_Value,Blue_Value,Predicted_GLOBAL_ZERO_MODE
0,0,0,638,632,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.31506849315068497,0.3123287671232877,0.21904761904761905,0.24324324324324326,0.3150684931506849,0.4383561643835616,0.2465753424657534,1
1,1,1,1118,1000,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0.13385826771653542,0.01574803149606302,0.09714285714285714,0.05084745762711865,0.3543307086614173,0.3779527559055118,0.2677165354330709,1
2,2,2,585,398,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.42931937172774864,0.4586387434554973,0.2907801418439716,0.26548672566371684,0.3193717277486911,0.47643979057591623,0.20418848167539266,1
3,3,3,716,939,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,0.2360801781737194,0.1835189309576838,0.167192429022082,0.1643835616438356,0.33184855233853006,0.41202672605790647,0.2561247216035635,1
4,4,4,1127,1159,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.4111842105263158,0.38421052631578945,0.2796420581655481,0.17676767676767677,0.35526315789473684,0.47039473684210525,0.17434210526315788,1
5,5,5,452,947,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.32506203473945405,0.31861042183622834,0.22547332185886404,0.23222748815165878,0.3200992555831266,0.44168734491315137,0.23821339950372208,1
6,6,6,1107,331,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,0.25265957446808507,0.24946808510638296,0.17823639774859287,0.2682926829268293,0.300531914893617,0.4175531914893617,0.28191489361702127,1
7,7,7,1029,1208,1,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0.1733333333333334,0.08222222222222225,0.12460063897763578,0.09905660377358491,0.34444444444444444,0.39111111111111113,0.2644444444444444,1
8,8,8,1260,408,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.3207964601769912,0.3181415929203541,0.2227342549923195,0.2413793103448276,0.3163716814159292,0.44026548672566373,0.24336283185840707,1
9,9,9,1103,1272,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.3172413793103448,0.2993103448275861,0.22044728434504793,0.21212121212121213,0.3264367816091954,0.43908045977011495,0.23448275862068965,1
10,10,10,713,1199,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5096153846153846,0.5999999999999999,0.3390191897654584,0.34946236559139787,0.2948717948717949,0.5032051282051282,0.20192307692307693,1
11,11,11,160,240,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.32954545454545453,0.3304545454545455,0.2283464566929134,0.24561403508771928,0.3159090909090909,0.4431818181818182,0.2409090909090909,1
12,12,12,175,644,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.4318181818181818,0.4914772727272729,0.2923076923076923,0.3247422680412371,0.29829545454545453,0.4772727272727273,0.22443181818181818,1
13,13,13,19,778,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,0.27090909090909093,0.24145454545454564,0.19029374201787994,0.20220588235294118,0.3236363636363636,0.42363636363636364,0.25272727272727274,1
