Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Y,X,Reference,Predicted_EXG_L,Predicted_EXGR_L,Predicted_GLI_L,Predicted_VARI_L,Predicted_EXG_G,Predicted_EXGR_G,Predicted_GLI_G,Predicted_VARI_G,Predicted_EXG_Z,Predicted_EXGR_Z,Predicted_GLI_Z,Predicted_VARI_Z,Predicted_ALL_MODE,Predicted_ZERO_MODE,EXG_Value,EXGR_Value,GLI_Value,VARI_Value,Red_Value,Green_Value,Blue_Value,Predicted_GLOBAL_ZERO_MODE
0,0,0,88,1128,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0.14,0.03840000000000021,0.10144927536231885,0.08035714285714286,0.344,0.38,0.276,1
1,1,1,1008,542,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,-0.07462686567164184,-0.44179104477611936,-0.057034220532319393,-0.29914529914529914,0.48258706467661694,0.30845771144278605,0.208955223880597,0
2,2,2,830,1006,0,1,1,1,1,0,0,0,1,1,0,1,0,1,0,0.03753351206434319,-0.11206434316353886,0.027888446215139442,-0.020134228187919462,0.353887399463807,0.34584450402144773,0.3002680965147453,0
3,3,3,806,1026,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,-0.15,-0.6599999999999999,-0.11688311688311688,-0.40476190476190477,0.5666666666666667,0.2833333333333333,0.15,0
4,4,4,74,94,1,1,1,1,1,0,0,0,1,1,0,1,1,1,1,0.12655601659751037,-0.020746887966805017,0.09200603318250378,0.004166666666666667,0.37344398340248963,0.3755186721991701,0.25103734439834025,0
5,5,5,380,48,0,1,1,1,1,0,0,0,1,1,0,1,0,1,0,0.11363636363636362,-0.08787878787878775,0.08287292817679558,-0.06756756756756757,0.4090909090909091,0.3712121212121212,0.2196969696969697,0
6,6,6,117,947,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0.1181818181818182,-0.13909090909090918,0.08609271523178808,-0.11971830985915492,0.45,0.37272727272727274,0.17727272727272728,0
7,7,7,1227,865,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,-0.055555555555555525,-0.35432098765432096,-0.04225352112676056,-0.24390243902439024,0.4382716049382716,0.3148148148148148,0.24691358024691357,0
8,8,8,921,1219,1,1,1,1,1,0,0,0,1,1,1,1,0,1,1,0.20382165605095545,0.016560509554140096,0.14545454545454545,-0.0297029702970297,0.42038216560509556,0.4012738853503185,0.17834394904458598,1
9,9,9,192,1142,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0.1865671641791044,0.05970149253731338,0.13368983957219252,0.041666666666666664,0.373134328358209,0.39552238805970147,0.23134328358208955,1
