Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Y,X,Reference,Predicted_EXG_L,Predicted_EXGR_L,Predicted_GLI_L,Predicted_VARI_L,Predicted_EXG_G,Predicted_EXGR_G,Predicted_GLI_G,Predicted_VARI_G,Predicted_EXG_Z,Predicted_EXGR_Z,Predicted_GLI_Z,Predicted_VARI_Z,Predicted_ALL_MODE,Predicted_ZERO_MODE,EXG_Value,EXGR_Value,GLI_Value,VARI_Value,Red_Value,Green_Value,Blue_Value,Predicted_GLOBAL_ZERO_MODE
0,0,0,491,847,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0.33333333333333326,0.0,0.23076923076923078,-0.1111111111111111,0.5555555555555556,0.4444444444444444,0.0,0
1,1,1,783,348,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.8556701030927836,0.9402061855670105,0.5286624203821656,0.23711340206185566,0.38144329896907214,0.6185567010309279,0.0,1
2,2,2,9,901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.07692307692307687,-0.7384615384615383,-0.058823529411764705,-0.38461538461538464,0.6923076923076923,0.3076923076923077,0.0,0
3,3,3,1226,758,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0.022058823529411742,-0.15196078431372567,0.016453382084095063,-0.06470588235294118,0.36764705882352944,0.34068627450980393,0.2916666666666667,0
4,4,4,191,418,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,0.23339317773788154,0.192100538599641,0.16539440203562342,0.18773946360153257,0.3231597845601436,0.4111310592459605,0.26570915619389585,1
5,5,5,30,28,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0.005340453938584844,-0.13618157543391174,0.004,-0.015209125475285171,0.3404539385847797,0.33511348464619495,0.32443257676902537,0
6,6,6,407,30,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,0.19312602291325692,0.13027823240589198,0.13817330210772832,0.15162454873646208,0.32896890343698854,0.397708674304419,0.2733224222585925,1
7,7,7,332,339,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0.03340292275574119,-0.12192066805845486,0.024844720496894408,-0.031088082901554404,0.3569937369519833,0.3444676409185804,0.2985386221294363,0
8,8,8,894,546,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,0.1710843373493976,0.1228915662650602,0.12305025996533796,0.1893491124260355,0.3132530120481928,0.39036144578313253,0.2963855421686747,1
9,9,9,259,1095,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.05235602094240835,-0.1759162303664921,0.03875968992248062,-0.1188118811881188,0.41361256544502617,0.3507853403141361,0.2356020942408377,0
10,10,10,219,568,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0.035830618892508104,-0.11824104234527688,0.026634382566585957,-0.028225806451612902,0.3566775244299674,0.34527687296416937,0.2980456026058632,0
11,11,11,1208,1196,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0.022727272727272707,-0.13838383838383828,0.01694915254237288,-0.04430379746835443,0.35858585858585856,0.3409090909090909,0.3005050505050505,0
12,12,12,975,1048,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,0.19666048237476813,0.10723562152133598,0.14058355437665782,0.10112359550561797,0.34879406307977734,0.39888682745825604,0.2523191094619666,1
13,13,13,1064,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.009433962264150997,-0.20754716981132088,-0.0070921985815602835,-0.11363636363636363,0.37735849056603776,0.330188679245283,0.29245283018867924,0
14,14,14,674,709,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0.18500000000000005,-0.021999999999999964,0.13261648745519714,-0.05384615384615385,0.43,0.395,0.175,0
15,15,15,409,470,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.8157894736842105,0.8684210526315791,0.5081967213114754,0.21052631578947367,0.39473684210526316,0.6052631578947368,0.0,1
16,16,16,62,462,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.49999999999999994,0.5362500000000001,0.3333333333333333,0.25471698113207547,0.33125,0.5,0.16875,1
17,17,17,422,843,0,0,0,0,1,0,0,0,1,1,0,1,1,0,1,0.07360406091370564,-0.05532994923857859,0.05420560747663551,0.024691358024691357,0.3477157360406091,0.35786802030456855,0.29441624365482233,0
18,18,18,1250,104,1,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0.07692307692307693,-0.06153846153846154,0.05660377358490566,0.008547008547008548,0.3553113553113553,0.358974358974359,0.2857142857142857,0
19,19,19,790,1198,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.0078125,-0.3125,0.005847953216374269,-0.21794871794871795,0.46875,0.3359375,0.1953125,0
20,20,20,978,1132,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0.13013698630136988,-0.03972602739726011,0.0945273631840796,-0.02564102564102564,0.3904109589041096,0.3767123287671233,0.2328767123287671,0
21,21,21,1014,621,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.47169811320754723,0.5132075471698114,0.31645569620253167,0.2727272727272727,0.32075471698113206,0.49056603773584906,0.18867924528301888,1
22,22,22,229,1014,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.4347826086956522,0.3855072463768118,0.29411764705882354,0.14285714285714285,0.37681159420289856,0.4782608695652174,0.14492753623188406,1
23,23,23,355,277,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,0.2177589852008457,0.17378435517970414,0.1548872180451128,0.18604651162790697,0.321353065539112,0.4059196617336152,0.2727272727272727,1
24,24,24,424,131,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,0.20863309352517984,0.17505995203836933,0.14871794871794872,0.2122905027932961,0.3117505995203837,0.4028776978417266,0.2853717026378897,1
25,25,25,8,736,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0.03927068723702665,-0.11500701262272078,0.029166666666666667,-0.027491408934707903,0.3576437587657784,0.34642356241234223,0.2959326788218794,0
26,26,26,719,71,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,0.2259136212624585,0.16478405315614642,0.16037735849056603,0.14965986394557823,0.33554817275747506,0.40863787375415284,0.2558139534883721,1
27,27,27,853,436,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.4326923076923077,0.47948717948717945,0.2928416485900217,0.29775280898876405,0.3076923076923077,0.4775641025641026,0.21474358974358973,1
28,28,28,728,884,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0.056716417910447736,-0.08417910447761184,0.04194260485651214,0.0,0.3522388059701492,0.3522388059701492,0.2955223880597015,0
29,29,29,85,106,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,0.21621621621621623,0.13513513513513514,0.15384615384615385,0.11450381679389313,0.3474903474903475,0.40540540540540543,0.2471042471042471,1
