Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Y,X,Reference,Predicted_EXG_L,Predicted_EXGR_L,Predicted_GLI_L,Predicted_VARI_L,Predicted_EXG_G,Predicted_EXGR_G,Predicted_GLI_G,Predicted_VARI_G,Predicted_EXG_Z,Predicted_EXGR_Z,Predicted_GLI_Z,Predicted_VARI_Z,Predicted_ALL_MODE,Predicted_ZERO_MODE,EXG_Value,EXGR_Value,GLI_Value,VARI_Value,Red_Value,Green_Value,Blue_Value,Predicted_GLOBAL_ZERO_MODE
0,0,0,330,1162,1,1,1,1,1,0,0,0,1,1,0,1,0,1,0,0.044478527607361984,-0.09693251533742314,0.03299203640500569,-0.003875968992248062,0.3496932515337423,0.348159509202454,0.30214723926380366,0
1,1,1,277,659,0,1,1,1,1,0,0,0,1,1,0,1,0,1,0,0.034999999999999976,-0.11350000000000005,0.026022304832713755,-0.0189873417721519,0.3525,0.345,0.3025,0
2,2,2,34,1255,1,1,1,1,1,0,0,0,1,1,0,1,0,1,0,0.17100371747211895,-0.03197026022304833,0.12299465240641712,-0.05325443786982249,0.42379182156133827,0.3903345724907063,0.18587360594795538,0
3,3,3,1186,757,0,1,1,1,1,0,0,0,1,1,1,1,0,1,1,0.19771863117870728,0.022053231939163614,0.14130434782608695,-0.018404907975460124,0.41064638783269963,0.39923954372623577,0.19011406844106463,1
4,4,4,337,1258,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0.14374999999999993,0.004374999999999851,0.10407239819004525,0.018518518518518517,0.371875,0.38125,0.246875,1
5,5,5,1010,694,0,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0.07339449541284404,-0.15963302752293584,0.05405405405405406,-0.11475409836065574,0.42201834862385323,0.3577981651376147,0.22018348623853212,0
6,6,6,918,545,0,1,1,1,1,0,0,0,1,1,0,1,0,1,0,0.04651162790697677,-0.11744186046511612,0.034482758620689655,-0.04054054054054054,0.36627906976744184,0.3488372093023256,0.28488372093023256,0
7,7,7,1187,992,1,1,1,1,1,0,0,0,1,1,0,1,0,1,0,0.0948905109489051,-0.10218978102189774,0.06951871657754011,-0.0684931506849315,0.40145985401459855,0.36496350364963503,0.23357664233576642,0
8,8,8,342,232,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,-0.014150943396226412,-0.18962264150943392,-0.010650887573964497,-0.08333333333333333,0.360062893081761,0.32861635220125784,0.3113207547169811,0
9,9,9,360,29,0,1,1,1,1,0,0,0,1,1,0,1,0,1,0,0.11654135338345867,-0.07443609022556374,0.08493150684931507,-0.0547945205479452,0.40225563909774437,0.37218045112781956,0.22556390977443608,0
10,10,10,314,1263,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0.16708229426433907,0.09875311720698238,0.12028725314183124,0.14450867052023122,0.3266832917705736,0.38902743142144636,0.28428927680798005,1
11,11,11,592,1001,0,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0.125,-0.19999999999999996,0.09090909090909091,-0.16666666666666666,0.5,0.375,0.125,0
12,12,12,859,181,0,1,1,1,1,0,0,0,1,1,0,1,0,1,0,0.041543026706231445,-0.11810089020771525,0.030837004405286344,-0.03546099290780142,0.3620178041543027,0.34718100890207715,0.29080118694362017,0
13,13,13,1042,1003,0,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0.040229885057471215,-0.1869731800766285,0.029871977240398292,-0.12313432835820895,0.4099616858237548,0.34674329501915707,0.24329501915708812,0
14,14,14,1070,984,0,1,1,1,1,0,0,0,1,1,0,1,0,1,0,0.03448275862068967,-0.14206896551724135,0.02564102564102564,-0.06349206349206349,0.3724137931034483,0.3448275862068966,0.2827586206896552,0
15,15,15,290,731,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0.056122448979591844,-0.22040816326530605,0.04150943396226415,-0.16101694915254236,0.4489795918367347,0.3520408163265306,0.1989795918367347,0
16,16,16,1020,459,1,1,1,1,1,0,0,0,1,1,0,1,0,1,0,0.06806282722513085,-0.11832460732984296,0.05019305019305019,-0.06451612903225806,0.387434554973822,0.35602094240837695,0.25654450261780104,0
17,17,17,802,961,0,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0.028225806451612878,-0.17096774193548392,0.021021021021021023,-0.09649122807017543,0.3870967741935484,0.34274193548387094,0.2701612903225806,0
