Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Y,X,Reference,Predicted_EXG_L,Predicted_EXGR_L,Predicted_GLI_L,Predicted_VARI_L,Predicted_EXG_G,Predicted_EXGR_G,Predicted_GLI_G,Predicted_VARI_G,Predicted_EXG_Z,Predicted_EXGR_Z,Predicted_GLI_Z,Predicted_VARI_Z,Predicted_ALL_MODE,Predicted_ZERO_MODE,EXG_Value,EXGR_Value,GLI_Value,VARI_Value,Red_Value,Green_Value,Blue_Value,Predicted_GLOBAL_ZERO_MODE
0,0,0,14,646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.03389830508474578,-0.26949152542372884,-0.02564102564102564,-0.17307692307692307,0.3983050847457627,0.3220338983050847,0.2796610169491525,0
1,1,1,193,14,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0.05333333333333329,-0.13066666666666676,0.039473684210526314,-0.06666666666666667,0.38222222222222224,0.3511111111111111,0.26666666666666666,0
2,2,2,699,482,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.013513513513513487,-0.2522522522522522,-0.010169491525423728,-0.16346153846153846,0.40540540540540543,0.32882882882882886,0.26576576576576577,0
3,3,3,687,227,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0.0045662100456621,-0.1464231354642313,0.0034207525655644243,-0.03347280334728033,0.3470319634703196,0.334855403348554,0.3181126331811263,0
4,4,4,659,1119,1,0,0,0,1,0,0,0,1,1,0,1,1,0,1,0.0965092402464065,-0.00944558521560579,0.07067669172932331,0.07106598984771574,0.33675564681724846,0.3655030800821355,0.29774127310061604,0
5,5,5,808,566,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,0.21718377088305485,0.13842482100238657,0.15449915110356535,0.11848341232227488,0.3460620525059666,0.40572792362768495,0.24821002386634844,1
6,6,6,520,674,0,0,0,0,1,0,0,0,1,1,0,1,1,0,1,0.061855670103092786,-0.060481099656357395,0.04568527918781726,0.035398230088495575,0.3402061855670103,0.3539518900343643,0.30584192439862545,0
7,7,7,98,605,0,0,0,0,1,0,0,0,1,1,0,1,1,0,1,0.059479553903345805,-0.060966542750929054,0.04395604395604396,0.038834951456310676,0.3382899628252788,0.35315985130111527,0.30855018587360594,0
8,8,8,1136,1183,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.04761904761904759,-0.19206349206349219,0.03529411764705882,-0.1323529411764706,0.42063492063492064,0.3492063492063492,0.23015873015873015,0
9,9,9,692,777,1,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0.23786407766990286,0.1430420711974109,0.16838487972508592,0.09117647058823529,0.36245954692556637,0.41262135922330095,0.22491909385113268,1
10,10,10,772,5,0,0,0,0,1,0,0,0,1,1,0,1,1,0,1,0.05660377358490565,-0.0666666666666666,0.04186046511627907,0.03278688524590164,0.33962264150943394,0.3522012578616352,0.3081761006289308,0
11,11,11,107,402,0,0,0,0,1,0,0,0,1,1,0,1,1,0,1,0.06640625,-0.04296875,0.04899135446685879,0.0625,0.33203125,0.35546875,0.3125,0
12,12,12,18,199,0,0,0,1,0,0,0,1,1,1,1,1,0,1,1,0.2701612903225807,0.05564516129032271,0.18980169971671387,-0.0425531914893617,0.45564516129032256,0.42338709677419356,0.12096774193548387,1
