Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Y,X,Reference,Predicted_EXG_L,Predicted_EXGR_L,Predicted_GLI_L,Predicted_VARI_L,Predicted_EXG_G,Predicted_EXGR_G,Predicted_GLI_G,Predicted_VARI_G,Predicted_EXG_Z,Predicted_EXGR_Z,Predicted_GLI_Z,Predicted_VARI_Z,Predicted_ALL_MODE,Predicted_ZERO_MODE,EXG_Value,EXGR_Value,GLI_Value,VARI_Value,Red_Value,Green_Value,Blue_Value,Predicted_GLOBAL_ZERO_MODE
0,0,0,186,956,0,1,1,1,1,0,0,0,1,1,0,1,0,1,0,0.010638297872340385,-0.15638297872340434,0.007957559681697613,-0.05855855855855856,0.3599290780141844,0.33687943262411346,0.30319148936170215,0
1,1,1,19,870,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9411764705882353,1.0941176470588236,0.5714285714285714,0.29411764705882354,0.35294117647058826,0.6470588235294118,0.0,1
2,2,2,418,784,0,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0.05185185185185193,-0.15407407407407409,0.038391224862888484,-0.0945273631840796,0.39753086419753086,0.3506172839506173,0.2518518518518518,0
3,3,3,917,778,0,1,1,1,1,0,0,0,1,1,0,1,0,1,0,0.02272727272727265,-0.14545454545454545,0.01694915254237288,-0.05555555555555555,0.36363636363636365,0.3409090909090909,0.29545454545454547,0
4,4,4,193,1173,0,1,1,1,1,0,0,0,1,1,0,1,0,1,0,0.016806722689075626,-0.14229691876750705,0.012552301255230125,-0.04316546762589928,0.3557422969187675,0.3389355742296919,0.30532212885154064,0
5,5,5,183,998,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,-0.04123711340206193,-0.2845360824742269,-0.03125,-0.18604651162790697,0.4020618556701031,0.31958762886597936,0.27835051546391754,0
6,6,6,263,1012,0,1,1,1,1,0,0,0,1,1,0,1,0,1,0,0.048387096774193616,-0.14784946236559138,0.035856573705179286,-0.08426966292134831,0.3897849462365591,0.34946236559139787,0.260752688172043,0
7,7,7,88,1192,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.4296296296296298,0.3333333333333333,0.11363636363636363,0.4074074074074074,0.5,0.09259259259259259,1
8,8,8,377,149,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0.019417475728155387,-0.19805825242718444,0.014492753623188406,-0.12244897959183673,0.39805825242718446,0.33980582524271846,0.2621359223300971,0
9,9,9,816,22,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0.20000000000000007,-0.23999999999999977,0.14285714285714285,-0.2,0.6,0.4,0.0,0
