Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Y,X,Reference,Predicted_EXG_L,Predicted_EXGR_L,Predicted_GLI_L,Predicted_VARI_L,Predicted_EXG_G,Predicted_EXGR_G,Predicted_GLI_G,Predicted_VARI_G,Predicted_EXG_Z,Predicted_EXGR_Z,Predicted_GLI_Z,Predicted_VARI_Z,Predicted_ALL_MODE,Predicted_ZERO_MODE,EXG_Value,EXGR_Value,GLI_Value,VARI_Value,Red_Value,Green_Value,Blue_Value,Predicted_GLOBAL_ZERO_MODE
0,0,0,85,525,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0.23046875,0.13750000000000007,0.1634349030470914,0.09420289855072464,0.359375,0.41015625,0.23046875,1
1,1,1,760,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.05296610169491528,-0.2652542372881355,-0.040257648953301126,-0.15934065934065933,0.3771186440677966,0.3156779661016949,0.3072033898305085,0
2,2,2,970,110,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0.006125574272588086,-0.16661562021439497,0.0045871559633027525,-0.0694980694980695,0.36294027565084225,0.33537519142419603,0.3016845329249617,0
3,3,3,972,781,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0.2519685039370078,0.15118110236220467,0.17777777777777778,0.0821917808219178,0.3700787401574803,0.41732283464566927,0.2125984251968504,1
4,4,4,479,350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.04968944099378886,-0.27204968944099384,-0.03773584905660377,-0.16923076923076924,0.38509316770186336,0.3167701863354037,0.2981366459627329,0
5,5,5,255,434,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0.011235955056179803,-0.16853932584269654,0.008403361344537815,-0.07782101167315175,0.36918138041733545,0.33707865168539325,0.29373996789727125,0
6,6,6,6,104,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0.008896797153024938,-0.1754448398576513,0.006657789613848202,-0.08547008547008547,0.3718861209964413,0.33629893238434166,0.2918149466192171,0
7,7,7,882,91,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0.0752212389380531,-0.07433628318584073,0.05537459283387622,-0.01,0.36283185840707965,0.3584070796460177,0.27876106194690264,0
8,8,8,686,1216,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.3183098591549296,0.30028169014084505,0.22113502935420742,0.21164021164021163,0.3267605633802817,0.4394366197183099,0.23380281690140844,1
9,9,9,675,772,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0.02108433734939763,-0.16144578313253,0.015730337078651686,-0.07746478873239436,0.37349397590361444,0.34036144578313254,0.286144578313253,0
