Unnamed: 0,Y,X,Reference,Predicted_EXG_L,Predicted_EXGR_L,Predicted_GLI_L,Predicted_VARI_L,Predicted_EXG_G,Predicted_EXGR_G,Predicted_GLI_G,Predicted_VARI_G,Predicted_EXG_Z,Predicted_EXGR_Z,Predicted_GLI_Z,Predicted_VARI_Z,EXG_Value,EXGR_Value,GLI_Value,VARI_Value,Red_Value,Green_Value,Blue_Value
0,486,1028,0,1,1,1,1,0,0,0,0,0,0,0,0,-0.10526315789473689,-0.6666666666666667,-0.08108108108108109,-0.3829787234042553,0.6140350877192983,0.2982456140350877,0.08771929824561403
1,191,997,0,1,1,1,1,0,0,0,0,0,0,0,0,-2.7755575615628914e-17,-0.31034482758620685,0.0,-0.21568627450980393,0.45977011494252873,0.3333333333333333,0.20689655172413793
2,1182,476,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.45999999999999996,-1.4279999999999997,-0.3898305084745763,-0.64,0.82,0.18,0.0
3,876,55,0,1,1,1,1,0,0,0,0,1,0,1,0,0.011363636363636354,-0.21363636363636362,0.0084985835694051,-0.1349206349206349,0.4015151515151515,0.3371212121212121,0.26136363636363635
4,149,1012,0,1,1,1,1,0,0,0,0,0,0,0,0,-0.02890173410404623,-0.3121387283236994,-0.021834061135371178,-0.21348314606741572,0.43352601156069365,0.3236994219653179,0.24277456647398843
5,716,625,0,1,1,1,1,0,0,0,0,1,0,1,0,0.032663316582914576,-0.24924623115577896,0.024299065420560748,-0.17672413793103448,0.4472361809045226,0.3442211055276382,0.20854271356783918
6,824,208,0,1,1,1,1,0,0,0,1,1,0,1,0,0.01010101010101011,-0.15757575757575754,0.007556675062972292,-0.05982905982905983,0.3602693602693603,0.3367003367003367,0.30303030303030304
7,195,658,0,1,1,1,1,0,0,0,0,1,0,1,0,0.02272727272727265,-0.1971590909090909,0.01694915254237288,-0.12352941176470589,0.4005681818181818,0.3409090909090909,0.2585227272727273
8,1012,834,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5828220858895705,0.6466257668711655,0.3815261044176707,0.27350427350427353,0.3312883435582822,0.5276073619631901,0.1411042944785276
9,918,290,0,1,1,1,1,0,0,0,1,1,0,1,0,0.05235602094240838,-0.08795811518324609,0.03875968992248062,0.0,0.3507853403141361,0.3507853403141361,0.29842931937172773
10,883,1071,0,1,1,1,1,0,0,0,0,1,0,1,0,0.028925619834710814,-0.1719008264462809,0.021538461538461538,-0.09821428571428571,0.3884297520661157,0.34297520661157027,0.26859504132231404
11,815,469,0,1,1,1,1,0,0,0,1,1,0,1,0,0.09038461538461534,-0.060384615384615536,0.06629055007052186,-0.008333333333333333,0.36730769230769234,0.36346153846153845,0.2692307692307692
12,961,965,0,1,1,1,1,0,0,0,1,1,0,1,0,0.06644518272425254,-0.0827242524916943,0.049019607843137254,-0.011538461538461539,0.36046511627906974,0.3554817275747508,0.2840531561461794
13,486,579,0,1,1,1,1,0,0,0,1,1,0,1,0,0.08074534161490687,-0.08074534161490671,0.0593607305936073,-0.02666666666666667,0.37267080745341613,0.36024844720496896,0.2670807453416149
14,1172,751,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.625,-1.725,-0.5555555555555556,-0.75,0.875,0.125,0.0
15,1238,1233,0,0,1,1,0,0,0,0,0,0,0,0,0,-0.30399999999999994,-0.6655999999999997,-0.24675324675324675,-0.6153846153846154,0.424,0.232,0.344
16,1108,1030,0,1,1,1,1,0,0,0,1,1,0,1,1,0.028064992614475592,-0.1069423929098966,0.020902090209020903,0.004016064257028112,0.3412112259970458,0.34268833087149186,0.31610044313146235
17,865,1172,0,1,1,1,1,0,0,0,1,1,0,1,0,0.02653631284916197,-0.11229050279329611,0.019771071800208116,-0.0037593984962406013,0.3435754189944134,0.34217877094972066,0.31424581005586594
18,98,229,0,1,1,1,1,0,0,0,1,1,0,1,0,0.09999999999999992,-0.11666666666666681,0.07317073170731707,-0.08823529411764706,0.4166666666666667,0.36666666666666664,0.21666666666666667
19,994,157,0,1,1,1,1,0,0,0,1,1,1,1,1,0.17134831460674163,0.034831460674157405,0.12323232323232323,0.02631578947368421,0.37640449438202245,0.3904494382022472,0.23314606741573032
20,343,634,0,1,1,1,1,0,0,0,0,1,0,1,0,0.006993006993007034,-0.18601398601398583,0.005235602094240838,-0.09836065573770492,0.3776223776223776,0.3356643356643357,0.2867132867132867
21,565,326,0,1,1,1,1,1,1,1,1,1,1,1,1,0.4999999999999999,0.5916666666666666,0.3333333333333333,0.35714285714285715,0.2916666666666667,0.5,0.20833333333333334
22,1203,659,0,1,1,1,1,0,0,0,1,1,0,1,0,0.06291390728476814,-0.12980132450331122,0.04645476772616137,-0.07432432432432433,0.39072847682119205,0.3543046357615894,0.25496688741721857
23,483,144,1,1,1,1,1,0,0,0,1,1,0,1,0,0.03618421052631582,-0.150328947368421,0.02689486552567237,-0.07664233576642336,0.37993421052631576,0.34539473684210525,0.2746710526315789
24,971,330,0,1,1,1,1,0,0,0,0,0,0,0,0,-0.02005730659025784,-0.2429799426934096,-0.01511879049676026,-0.1503267973856209,0.39255014326647564,0.32664756446991405,0.2808022922636103
25,1234,801,0,1,1,1,1,0,0,0,1,1,0,1,0,0.008710801393728262,-0.1745644599303135,0.00651890482398957,-0.08403361344537816,0.3710801393728223,0.3362369337979094,0.2926829268292683
26,84,143,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5157894736842106,0.5200000000000001,0.34265734265734266,0.2028985507246377,0.35789473684210527,0.5052631578947369,0.1368421052631579
