Unnamed: 0,Y,X,Reference,Predicted_EXG_L,Predicted_EXGR_L,Predicted_GLI_L,Predicted_VARI_L,Predicted_EXG_G,Predicted_EXGR_G,Predicted_GLI_G,Predicted_VARI_G,Predicted_EXG_Z,Predicted_EXGR_Z,Predicted_GLI_Z,Predicted_VARI_Z,EXG_Value,EXGR_Value,GLI_Value,VARI_Value,Red_Value,Green_Value,Blue_Value
0,955,216,1,1,0,1,1,1,1,1,1,1,1,1,1,0.873015873015873,1.0232804232804236,0.5374592833876222,0.30857142857142855,0.3386243386243386,0.6243386243386243,0.037037037037037035
1,1166,379,1,0,0,0,1,0,0,0,1,1,1,1,1,0.16447368421052627,0.18421052631578955,0.11848341232227488,0.41304347826086957,0.2631578947368421,0.3881578947368421,0.34868421052631576
2,812,16,0,0,0,0,0,0,0,1,1,1,1,1,1,0.24,0.1866666666666667,0.16981132075471697,0.16216216216216217,0.3333333333333333,0.41333333333333333,0.25333333333333335
3,213,1184,1,1,0,1,0,1,1,1,1,1,1,1,1,0.8705882352941177,0.9890196078431375,0.5362318840579711,0.27125506072874495,0.3607843137254902,0.6235294117647059,0.01568627450980392
4,788,576,1,0,0,1,1,1,1,1,1,1,1,1,1,0.6944444444444444,0.922222222222222,0.4437869822485207,0.5303030303030303,0.24074074074074073,0.5648148148148148,0.19444444444444445
5,459,539,1,0,0,0,0,1,1,1,1,1,1,1,1,0.4736842105263158,0.4859649122807017,0.3176470588235294,0.2236842105263158,0.34210526315789475,0.49122807017543857,0.16666666666666666
6,63,247,0,0,0,0,0,0,0,1,1,1,1,1,1,0.2321428571428571,0.18035714285714294,0.16455696202531644,0.16666666666666666,0.33035714285714285,0.4107142857142857,0.25892857142857145
7,258,734,1,0,0,0,0,1,1,1,1,1,1,1,1,0.3628808864265927,0.30526315789473674,0.24952380952380954,0.13852813852813853,0.3656509695290859,0.45429362880886426,0.18005540166204986
8,1235,173,0,0,0,0,1,1,1,1,1,1,1,1,1,0.5517241379310346,0.6344827586206898,0.36363636363636365,0.3157894736842105,0.3103448275862069,0.5172413793103449,0.1724137931034483
9,988,865,1,0,0,1,0,1,1,1,1,1,1,1,1,0.6586538461538463,0.710096153846154,0.4241486068111455,0.23684210526315788,0.3581730769230769,0.5528846153846154,0.0889423076923077
10,1059,165,1,0,0,0,1,1,1,1,1,1,1,1,1,0.5405405405405405,0.6270270270270268,0.35714285714285715,0.32727272727272727,0.305019305019305,0.5135135135135135,0.18146718146718147
11,546,73,1,0,0,0,1,1,1,1,1,1,1,1,1,0.47096774193548374,0.5548387096774193,0.31601731601731603,0.3563218390804598,0.2903225806451613,0.49032258064516127,0.21935483870967742
12,1049,928,0,0,0,1,1,1,1,1,1,1,1,1,1,0.6428571428571429,0.773809523809524,0.4153846153846154,0.3620689655172414,0.2976190476190476,0.5476190476190477,0.15476190476190477
13,716,414,1,0,0,0,1,1,1,1,1,1,1,1,1,0.5428571428571427,0.6238095238095236,0.3584905660377358,0.3161764705882353,0.30952380952380953,0.5142857142857142,0.1761904761904762
14,374,667,1,0,0,0,0,1,1,1,1,1,1,1,1,0.44202898550724645,0.46956521739130463,0.29853181076672103,0.25793650793650796,0.32367149758454106,0.4806763285024155,0.1956521739130435
15,967,627,1,0,0,1,1,1,1,1,1,1,1,1,1,0.8181818181818182,1.0989898989898992,0.5094339622641509,0.5522388059701493,0.23232323232323232,0.6060606060606061,0.16161616161616163
16,773,891,1,0,0,0,0,1,1,1,1,1,1,1,1,0.359375,0.27656250000000004,0.24731182795698925,0.10465116279069768,0.3828125,0.453125,0.1640625
17,78,1043,0,0,0,1,1,1,1,1,1,1,1,1,1,0.6513761467889909,0.8422018348623854,0.42011834319526625,0.47761194029850745,0.25688073394495414,0.5504587155963303,0.1926605504587156
18,744,1282,1,0,0,1,1,1,1,1,1,1,1,1,1,0.6530612244897958,0.8612244897959183,0.42105263157894735,0.5172413793103449,0.24489795918367346,0.5510204081632653,0.20408163265306123
19,391,1133,1,0,0,1,1,1,1,1,1,1,1,1,1,0.7735849056603774,0.977358490566038,0.48616600790513836,0.42735042735042733,0.27672955974842767,0.5911949685534591,0.1320754716981132
20,1178,588,1,0,0,0,0,0,0,0,1,1,1,1,1,0.14179104477611937,0.008358208955223767,0.10270270270270271,0.02710843373493976,0.36716417910447763,0.3805970149253731,0.25223880597014925
21,751,920,0,1,1,1,1,1,1,1,1,1,1,1,1,1.0999999999999999,1.4499999999999995,0.6470588235294118,0.5,0.25,0.7,0.05
22,655,661,1,1,0,1,0,1,1,1,1,1,1,1,1,0.8874172185430463,0.9973509933774836,0.5447154471544715,0.2582781456953642,0.3708609271523179,0.6291390728476821,0.0
23,797,31,1,1,1,1,1,1,1,1,1,1,1,1,1,1.1176470588235294,1.4117647058823528,0.6551724137931034,0.4117647058823529,0.29411764705882354,0.7058823529411765,0.0
24,1227,574,1,0,0,0,1,1,1,1,1,1,1,1,1,0.42857142857142855,0.5047619047619047,0.2903225806451613,0.36363636363636365,0.2857142857142857,0.47619047619047616,0.23809523809523808
25,124,891,0,1,0,1,1,1,1,1,1,1,1,1,1,0.9468085106382979,1.104255319148936,0.5741935483870968,0.2978723404255319,0.35106382978723405,0.648936170212766,0.0
26,879,350,1,0,0,0,0,0,1,1,1,1,1,1,1,0.29818181818181816,0.2880000000000002,0.20812182741116753,0.23357664233576642,0.31636363636363635,0.43272727272727274,0.2509090909090909
27,426,817,1,1,1,1,1,1,1,1,1,1,1,1,1,1.6470588235294117,2.364705882352941,0.875,0.7647058823529411,0.11764705882352941,0.8823529411764706,0.0
28,820,349,0,0,0,0,0,1,1,1,1,1,1,1,1,0.3333333333333333,0.3333333333333333,0.23076923076923078,0.24242424242424243,0.31746031746031744,0.4444444444444444,0.23809523809523808
29,840,439,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9500000000000001,1.3200000000000003,0.5757575757575758,0.6428571428571429,0.2,0.65,0.15
